,prediction0,prediction1,prediction2,prediction3,prediction4,prediction5,prediction6,prediction7,prediction8,prediction9,prediction10,prediction11,prediction12,prediction13,prediction14,prediction15
0,0.3082408905029297,0.30420589447021484,0.3268599510192871,0.31666088104248047,0.318634033203125,0.3186948299407959,0.3152129650115967,0.3308868408203125,0.3088409900665283,0.3255741596221924,0.3158547878265381,0.3170359134674072,0.31888604164123535,0.3138611316680908,0.3153979778289795,0.3056938648223877
1,3.791193962097168,3.281402111053467,3.381290912628174,3.4128870964050293,3.3296830654144287,3.3262720108032227,3.4218969345092773,3.4190409183502197,3.352787971496582,3.4534718990325928,3.357830047607422,3.343630075454712,3.388895034790039,3.4269189834594727,3.3384721279144287,3.3255300521850586
2,0.3653740882873535,0.3443169593811035,0.34557104110717773,0.34207701683044434,0.3420100212097168,0.3423001766204834,0.35623812675476074,0.34316587448120117,0.34154200553894043,0.3429598808288574,0.34374499320983887,0.34291720390319824,0.3652019500732422,0.34177589416503906,0.3414640426635742,0.344296932220459
3,0.821707010269165,0.7417941093444824,0.726038932800293,0.825714111328125,0.734734058380127,0.7546958923339844,0.8369309902191162,0.8392758369445801,0.7275218963623047,0.8363471031188965,0.7399218082427979,0.7376759052276611,0.8449640274047852,0.7326829433441162,0.7422268390655518,0.8385529518127441
4,0.7140758037567139,0.6235818862915039,0.6439359188079834,0.6244518756866455,0.6283829212188721,0.6226041316986084,0.6319580078125,0.6281390190124512,0.635732889175415,0.6361329555511475,0.6423919200897217,0.6378459930419922,0.6342601776123047,0.6203677654266357,0.634782075881958,0.6373701095581055
5,8.075782060623169,7.488250017166138,7.402708053588867,7.566838026046753,7.6906328201293945,7.7674219608306885,7.811828136444092,8.016170024871826,7.944962024688721,7.72465705871582,7.369440078735352,7.39398193359375,7.9401609897613525,7.170833110809326,7.672021150588989,8.188454151153564
6,2.0513460636138916,2.1192731857299805,2.012251853942871,2.017352819442749,2.019887924194336,2.0242269039154053,2.031790018081665,2.018527030944824,2.0321290493011475,2.0180819034576416,2.023646831512451,2.0114409923553467,2.017282009124756,2.0964808464050293,2.006005048751831,2.029526948928833
7,3.39142107963562,3.3454599380493164,3.250180959701538,3.163520097732544,3.246838092803955,3.2632219791412354,3.2669339179992676,3.1244208812713623,3.1551661491394043,3.36417293548584,3.263777017593384,3.3595659732818604,3.23445200920105,3.1492528915405273,3.262518882751465,3.25443696975708
8,1.0539770126342773,0.9099540710449219,0.9103209972381592,0.9519550800323486,0.8682520389556885,1.0356199741363525,0.9336330890655518,0.8680188655853271,0.8796310424804688,0.8844599723815918,0.926455020904541,1.091817855834961,0.9737310409545898,0.9310569763183594,0.9902191162109375,0.9128940105438232
9,1.539640188217163,1.4706699848175049,1.4792568683624268,1.480578899383545,1.4752750396728516,1.4904000759124756,1.472217082977295,1.4735150337219238,1.473649024963379,1.4785480499267578,1.4705309867858887,1.4873249530792236,1.476470947265625,1.4856278896331787,1.4726440906524658,1.4911432266235352
10,0.837684154510498,0.8438730239868164,0.8319151401519775,0.8315808773040771,0.852154016494751,0.8459670543670654,0.8635649681091309,0.8459570407867432,0.8483691215515137,0.8593981266021729,0.8588440418243408,0.8318548202514648,0.8347630500793457,0.8530478477478027,0.8242239952087402,0.8520951271057129
11,0.9254751205444336,0.9559130668640137,0.9513778686523438,0.9637339115142822,0.9481101036071777,0.9652469158172607,0.8608720302581787,0.8574540615081787,0.8559260368347168,0.8675498962402344,0.95271897315979,0.8577380180358887,0.9427089691162109,0.9321110248565674,0.944566011428833,0.8566009998321533
12,0.514254093170166,0.425739049911499,0.4208860397338867,0.42294907569885254,0.4173319339752197,0.42832517623901367,0.42121291160583496,0.41797900199890137,0.5218780040740967,0.5315661430358887,0.5243120193481445,0.42101097106933594,0.5199730396270752,0.42580604553222656,0.5305519104003906,0.4316849708557129
13,1.1261310577392578,1.1431829929351807,1.1615240573883057,1.1686370372772217,1.1557209491729736,1.1493029594421387,1.171692132949829,1.142982006072998,1.1494619846343994,1.0629298686981201,1.1623029708862305,1.1590089797973633,1.160728931427002,1.1645660400390625,1.156264066696167,1.1416239738464355
14,1.5345540046691895,1.3794031143188477,1.376964807510376,1.3727359771728516,1.377546787261963,1.3676080703735352,1.3891799449920654,1.3781459331512451,1.3782050609588623,1.3927159309387207,1.3753650188446045,1.3680498600006104,1.3574120998382568,1.3613359928131104,1.3798861503601074,1.3910441398620605
15,0.10400915145874023,0.10555410385131836,0.1114339828491211,0.10429096221923828,0.1073307991027832,0.10837817192077637,0.10872483253479004,0.11175084114074707,0.1099240779876709,0.10270285606384277,0.1118171215057373,0.10247421264648438,0.10328412055969238,0.11182594299316406,0.10791397094726562,0.10208296775817871
16,1.538917064666748,1.3953580856323242,1.396799087524414,1.4008359909057617,1.3977479934692383,1.399467945098877,1.392920970916748,1.3999409675598145,1.401792049407959,1.401803970336914,1.3973770141601562,1.3965749740600586,1.3952560424804688,1.4027352333068848,1.4147510528564453,1.4015140533447266
17,0.31120920181274414,0.32138800621032715,0.3142061233520508,0.31720995903015137,0.3241739273071289,0.31620001792907715,0.3088850975036621,0.3185129165649414,0.32434797286987305,0.3118629455566406,0.31235504150390625,0.32341885566711426,0.3215320110321045,0.3109719753265381,0.3078479766845703,0.32019615173339844
18,1.1285011768341064,1.064466953277588,1.0567119121551514,1.056251049041748,1.0569348335266113,1.1602880954742432,1.069633960723877,1.0592379570007324,1.1547660827636719,1.1709439754486084,1.164443016052246,1.0642790794372559,1.06827712059021,1.0712270736694336,1.039712905883789,1.0608241558074951
19,5.65240478515625,5.424911975860596,5.366559028625488,5.328107833862305,5.4027931690216064,5.483771085739136,5.290835857391357,5.419043064117432,5.328611135482788,5.307668209075928,5.1993019580841064,5.425384044647217,5.267844915390015,5.3025970458984375,5.42022705078125,5.379209041595459
20,0.10270190238952637,0.11171793937683105,0.10602188110351562,0.10787105560302734,0.1102440357208252,0.11069583892822266,0.1023261547088623,0.10477709770202637,0.10383987426757812,0.10724902153015137,0.11028003692626953,0.1099090576171875,0.10242009162902832,0.11027789115905762,0.10843110084533691,0.1038370132446289
21,0.41232895851135254,0.42984509468078613,0.4234349727630615,0.4268801212310791,0.4282078742980957,0.4142000675201416,0.42090702056884766,0.32198095321655273,0.4176950454711914,0.4227139949798584,0.4158809185028076,0.42313385009765625,0.4260568618774414,0.4371969699859619,0.42125892639160156,0.42748284339904785
